identifier;dataset_identifier;SheetContext;ZorDepthBot;RADIO_CalibC14_Notes_simpl;RADIO_CalibC14__yrmax;RADIO_CalibC14__yrmin;RADIO_CalibC14_from_yrmax;RADIO_CalibC14_from_yrmin;RADIO_CalibC14_to_yrmax;RADIO_CalibC14_to_yrmin;RADIO_CalibC14_Method;RADIO_TL_yrmin;RADIO_TL_yrmax;RADIO_TL_Method;RADIO;CAL_From_BP;CAL_To_BP;CALENDAR;PER_Notes;PER_BeginBP;PER_EndBP;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDates;C14_older_than_30000BP;From_Method;To_Method;From_AgeErrorOrPlusError;To_AgeErrorOrPlusError;AgeFrom;AgeTo;ss
Newtown|COUN001756|621/265;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|623/187;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|623/205;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|624/201;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/189;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/192;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/195;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/197;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198aug;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198aug2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198aug3;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198aug4;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198aug5;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198aug6;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198aug7;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/198aug8;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/200;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/202;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/218;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/241;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|625/241-2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|626/192-1;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|626/192-2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|626/192-3;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|626/192-4;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|626/192-5;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|626/202-1;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|626/202-2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|626/214;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|628/179;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|628/179-2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|628/179-s1;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|628/190;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|628/211;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|628/268;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/160;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/175;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/176s10;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/177-s2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/177-s3;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/177-s4;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/177s5;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/177s6;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/177s7;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/177s8;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/177s9;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/178;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/178bulk;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/196-1;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|630/196-2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|631/176s11;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|631/176s12;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|631/176s13;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|631/176s14;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|631/177-1;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|631/177-2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|631/177-3;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|631/243;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|632/165;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|632/184;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|632/184-2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|632/202;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|633/216;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|633/275;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|634/151;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|634/151-2;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|634/151-635;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|634/259;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|635/145;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|635/155;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|635/187;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|635/190;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|636/172;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|637/164;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|638/146;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|640/140;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|640/155;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|640/160;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|641/150;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|642/144;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|642/145;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|643/134;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|644/145;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|646/151;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|647/143;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|648/146;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|649/147;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|649/148;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|651/145;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|652/141;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|653/134;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|657/123;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|659/123;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|662/108;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|663/111;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|664/109;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|665/111;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|666/109;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|666/113;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|667/113;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|708/069;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|712/068;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s10-15;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s15-20;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s20-25;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s25-31;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s31-38;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s38-43;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s43-45;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s45-48;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s48-52;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s5-10;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s52-56;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s56-63;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s63-70;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s70-75;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s75-78;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s78-84;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|714/064s84-91;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|722/058;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|722/059;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|725/056;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|728/053;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|730/052;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Newtown|COUN001756|731/051;Newtown|COUN001756;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;;;False;;;;;;;;;;;;;;True;;;;;;;;
Ricksy Ball|COUN001759|S1;Ricksy Ball|COUN001759;Stratigraphic sequence;90;;;;;;;;;;;;False;;;False;;10000;0;True;;;;;;;0;10000;;;;True;;;;;;;;10000;0;
Ricksy Ball|COUN001759|S2;Ricksy Ball|COUN001759;Stratigraphic sequence;80;;;;;;;;;;;;False;;;False;;10000;0;True;;;;;;;0;10000;;;;True;;;;;;;;10000;0;
Ricksy Ball|COUN001759|S3;Ricksy Ball|COUN001759;Stratigraphic sequence;70;;;;;;;;;;;;False;;;False;;10000;0;True;;;;;;;0;10000;;;;True;;;;;;;;10000;0;
Ricksy Ball|COUN001759|S4;Ricksy Ball|COUN001759;Stratigraphic sequence;60;;;;;;;;;;;;False;;;False;;10000;0;True;;;;;;;0;10000;;;;True;;;;;;;;10000;0;
Ricksy Ball|COUN001759|S5;Ricksy Ball|COUN001759;Stratigraphic sequence;50;;445;0;;;;;CalibC14;;;;True;153;416;True;;10000;0;True;0;445;;;416;153;0;10000;True;;;;True;;;;;;;445;0;
Ricksy Ball|COUN001759|S6;Ricksy Ball|COUN001759;Stratigraphic sequence;40;;;;;;;;;;;;False;;;False;;10000;0;True;;;;;;;0;10000;;;;True;;;;;;;;10000;0;
Ricksy Ball|COUN001759|S7;Ricksy Ball|COUN001759;Stratigraphic sequence;30;;;;;;;;;;;;False;;;False;;10000;0;True;;;;;;;0;10000;;;;True;;;;;;;;10000;0;
Santorini|COUN001751|BugsPresence;Santorini|COUN001751;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;122000;10000;True;;;;;;;10000;122000;;;;True;;;;;;;;122000;10000;
Shardlow: Channels G2, E, A and F|COUN001731|S1039_1;Shardlow: Channels G2, E, A and F|COUN001731;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;1907;1540;True;;;;;;;1540;1907;;;;True;;;;;;;;1907;1540;
Shardlow: Channels G2, E, A and F|COUN001731|S1039_2;Shardlow: Channels G2, E, A and F|COUN001731;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;1907;1540;True;;;;;;;1540;1907;;;;True;;;;;;;;1907;1540;
Shardlow: Channels G2, E, A and F|COUN001731|S1500;Shardlow: Channels G2, E, A and F|COUN001731;Stratigraphic sequence;;;;;;;;;;;;;False;5990;5759;True;;;;False;;;;;5759;5990;;;;;True;;;;;;;;;5990;5759;
Shardlow: Channels G2, E, A and F|COUN001731|S5002;Shardlow: Channels G2, E, A and F|COUN001731;Stratigraphic sequence;;;;;;;;;;;;;False;10483;6800;True;;;;False;;;;;6800;10483;;;;;True;;;;;;;;;10483;6800;
Shardlow: Channels G2, E, A and F|COUN001731|S5003;Shardlow: Channels G2, E, A and F|COUN001731;Stratigraphic sequence;;;;;;;;;;;;;False;10483;6800;True;;;;False;;;;;6800;10483;;;;;True;;;;;;;;;10483;6800;
Shardlow: Channels G2, E, A and F|COUN001731|S5005;Shardlow: Channels G2, E, A and F|COUN001731;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;10000;0;True;;;;;;;0;10000;;;;True;;;;;;;;10000;0;
Stanton Harcourt|COUN001761|S1;Stanton Harcourt|COUN001761;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;243000;191000;True;;;;;;;191000;243000;;;;True;;;;;;;;243000;191000;
Stanton Harcourt|COUN001761|S2;Stanton Harcourt|COUN001761;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;243000;191000;True;;;;;;;191000;243000;;;;True;;;;;;;;243000;191000;
Stanton Harcourt|COUN001761|S3;Stanton Harcourt|COUN001761;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;243000;191000;True;;;;;;;191000;243000;;;;True;;;;;;;;243000;191000;
Stanton Harcourt|COUN001761|S4;Stanton Harcourt|COUN001761;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;243000;191000;True;;;;;;;191000;243000;;;;True;;;;;;;;243000;191000;
Stanton Harcourt|COUN001761|S5;Stanton Harcourt|COUN001761;Stratigraphic sequence;;;;;;;;;;;;;False;;;False;;243000;191000;True;;;;;;;191000;243000;;;;True;;;;;;;;243000;191000;
